re, im
0.000000, 0.000000
-1024.000000, -1024.000000
0.000000, 0.000000
-1020.859375, -1027.140625
0.000000, 0.000000
-1017.718750, -1030.289062
0.000000, 0.000000
-1014.570312, -1033.425781
0.000000, 0.000000
-1011.433594, -1036.566406
0.000000, 0.000000
-1008.289062, -1039.707031
0.000000, 0.000000
-1005.148438, -1042.849609
0.000000, 0.000000
-1002.003906, -1045.994141
0.000000, 0.000000
-998.863281, -1049.136719
0.000000, 0.000000
-995.720703, -1052.281250
0.000000, 0.000000
-992.574219, -1055.425781
0.000000, 0.000000
-989.430664, -1058.569336
0.000000, 0.000000
-986.284180, -1061.715820
0.000000, 0.000000
-983.138672, -1064.862305
0.000000, 0.000000
-979.990234, -1068.008789
0.000000, 0.000000
-976.843750, -1071.157227
0.000000, 0.000000
-973.693359, -1074.305664
0.000000, 0.000000
-970.544922, -1077.456055
0.000000, 0.000000
-967.394531, -1080.606445
0.000000, 0.000000
-964.242188, -1083.758301
0.000000, 0.000000
-961.088867, -1086.911621
0.000000, 0.000000
-957.934570, -1090.064453
0.000000, 0.000000
-954.780273, -1093.220215
0.000000, 0.000000
-951.623535, -1096.375977
0.000000, 0.000000
-948.464844, -1099.534668
0.000000, 0.000000
-945.306152, -1102.694336
0.000000, 0.000000
-942.144531, -1105.854492
0.000000, 0.000000
-938.982910, -1109.017090
0.000000, 0.000000
-935.818359, -1112.181152
0.000000, 0.000000
-932.653320, -1115.347168
0.000000, 0.000000
-929.485352, -1118.514160
0.000000, 0.000000
-926.315918, -1121.683105
0.000000, 0.000000
-923.145020, -1124.854980
0.000000, 0.000000
-919.970703, -1128.027832
0.000000, 0.000000
-916.796875, -1131.203125
0.000000, 0.000000
-913.619629, -1134.380127
0.000000, 0.000000
-910.440430, -1137.559814
0.000000, 0.000000
-907.259277, -1140.740723
0.000000, 0.000000
-904.075684, -1143.924316
0.000000, 0.000000
-900.889648, -1147.109619
0.000000, 0.000000
-897.701660, -1150.298340
0.000000, 0.000000
-894.511230, -1153.489258
0.000000, 0.000000
-891.318359, -1156.681641
0.000000, 0.000000
-888.122803, -1159.877686
0.000000, 0.000000
-884.924316, -1163.075684
0.000000, 0.000000
-881.723633, -1166.276611
0.000000, 0.000000
-878.520020, -1169.479980
0.000000, 0.000000
-875.313477, -1172.686035
0.000000, 0.000000
-872.104004, -1175.895996
0.000000, 0.000000
-868.892090, -1179.107910
0.000000, 0.000000
-865.677002, -1182.323242
0.000000, 0.000000
-862.458496, -1185.541016
0.000000, 0.000000
-859.237305, -1188.762695
0.000000, 0.000000
-856.012695, -1191.987427
0.000000, 0.000000
-852.785156, -1195.214844
0.000000, 0.000000
-849.553467, -1198.445435
0.000000, 0.000000
-846.318848, -1201.680298
0.000000, 0.000000
-843.081787, -1204.918579
0.000000, 0.000000
-839.840088, -1208.160278
0.000000, 0.000000
-836.594727, -1211.404663
0.000000, 0.000000
-833.346680, -1214.653442
0.000000, 0.000000
-830.093506, -1217.905273
0.000000, 0.000000
-826.837646, -1221.161499
0.000000, 0.000000
-823.573486, -1224.418213
0.000000, 0.000000
-820.313965, -1227.686401
0.000000, 0.000000
-817.046875, -1230.953247
0.000000, 0.000000
-813.772949, -1234.225708
0.000000, 0.000000
-810.497314, -1237.501953
0.000000, 0.000000
-807.218018, -1240.782349
0.000000, 0.000000
-803.932861, -1244.067017
0.000000, 0.000000
-800.644531, -1247.355713
0.000000, 0.000000
-797.350586, -1250.648682
0.000000, 0.000000
-794.053223, -1253.947021
0.000000, 0.000000
-790.751221, -1257.249390
0.000000, 0.000000
-787.444092, -1260.556030
0.000000, 0.000000
-784.132324, -1263.867554
0.000000, 0.000000
-780.815918, -1267.184082
0.000000, 0.000000
-777.494629, -1270.505249
0.000000, 0.000000
-774.168457, -1273.830811
0.000000, 0.000000
-770.838135, -1277.161987
0.000000, 0.000000
-767.501465, -1280.498535
0.000000, 0.000000
-764.160400, -1283.839478
0.000000, 0.000000
-760.813721, -1287.186523
0.000000, 0.000000
-757.461914, -1290.538086
0.000000, 0.000000
-754.104980, -1293.895020
0.000000, 0.000000
-750.742432, -1297.257568
0.000000, 0.000000
-747.374268, -1300.625732
0.000000, 0.000000
-744.000610, -1303.998901
0.000000, 0.000000
-740.621216, -1307.378784
0.000000, 0.000000
-737.236328, -1310.764282
0.000000, 0.000000
-733.845093, -1314.154785
0.000000, 0.000000
-730.448608, -1317.551147
0.000000, 0.000000
-727.045654, -1320.953979
0.000000, 0.000000
-723.637085, -1324.363647
0.000000, 0.000000
-720.222290, -1327.777466
0.000000, 0.000000
-716.800781, -1331.198242
0.000000, 0.000000
-713.373047, -1334.627075
0.000000, 0.000000
-709.938843, -1338.060303
0.000000, 0.000000
-706.499390, -1341.500854
0.000000, 0.000000
-703.052002, -1344.947998
0.000000, 0.000000
-699.598633, -1348.401733
0.000000, 0.000000
-696.138062, -1351.861694
0.000000, 0.000000
-692.671265, -1355.328491
0.000000, 0.000000
-689.196777, -1358.802490
0.000000, 0.000000
-685.716187, -1362.283813
0.000000, 0.000000
-682.228271, -1365.771851
0.000000, 0.000000
-678.733032, -1369.266968
0.000000, 0.000000
-675.230713, -1372.769043
0.000000, 0.000000
-671.721069, -1376.278809
0.000000, 0.000000
-668.203857, -1379.796753
0.000000, 0.000000
-664.678955, -1383.320190
0.000000, 0.000000
-661.147705, -1386.852173
0.000000, 0.000000
-657.606812, -1390.392456
0.000000, 0.000000
-654.059814, -1393.940796
0.000000, 0.000000
-650.504272, -1397.496216
0.000000, 0.000000
-646.940186, -1401.059204
0.000000, 0.000000
-643.368896, -1404.631714
0.000000, 0.000000
-639.788940, -1408.210938
0.000000, 0.000000
-636.200928, -1411.798706
0.000000, 0.000000
-632.604248, -1415.394165
0.000000, 0.000000
-629.000244, -1418.999878
0.000000, 0.000000
-625.386475, -1422.613281
0.000000, 0.000000
-621.764160, -1426.234619
0.000000, 0.000000
-618.134521, -1429.866577
0.000000, 0.000000
-614.494141, -1433.505249
0.000000, 0.000000
-610.845581, -1437.151245
0.000000, 0.000000
-607.184326, -1440.807129
0.000000, 0.000000
-603.522095, -1444.475098
0.000000, 0.000000
-599.845337, -1448.154663
0.000000, 0.000000
-596.161011, -1451.839600
0.000000, 0.000000
-592.466797, -1455.534058
0.000000, 0.000000
-588.761475, -1459.238770
0.000000, 0.000000
-585.046387, -1462.952515
0.000000, 0.000000
-581.322754, -1466.677612
0.000000, 0.000000
-577.589111, -1470.410156
0.000000, 0.000000
-573.845947, -1474.153687
0.000000, 0.000000
-570.092407, -1477.907837
0.000000, 0.000000
-566.327881, -1481.672241
0.000000, 0.000000
-562.553711, -1485.446411
0.000000, 0.000000
-558.769165, -1489.230957
0.000000, 0.000000
-554.973755, -1493.026367
0.000000, 0.000000
-551.167847, -1496.832397
0.000000, 0.000000
-547.350586, -1500.648682
0.000000, 0.000000
-543.523682, -1504.476807
0.000000, 0.000000
-539.684204, -1508.316162
0.000000, 0.000000
-535.834717, -1512.165894
0.000000, 0.000000
-531.973022, -1516.027222
0.000000, 0.000000
-528.100342, -1519.899658
0.000000, 0.000000
-524.216309, -1523.783813
0.000000, 0.000000
-520.320679, -1527.679321
0.000000, 0.000000
-516.412964, -1531.587036
0.000000, 0.000000
-512.493530, -1535.506226
0.000000, 0.000000
-508.561768, -1539.438232
0.000000, 0.000000
-504.618408, -1543.382080
0.000000, 0.000000
-500.662109, -1547.337769
0.000000, 0.000000
-496.693970, -1551.305908
0.000000, 0.000000
-492.712646, -1555.286621
0.000000, 0.000000
-488.719482, -1559.281006
0.000000, 0.000000
-484.713379, -1563.286987
0.000000, 0.000000
-480.693359, -1567.306030
0.000000, 0.000000
-476.660767, -1571.339355
0.000000, 0.000000
-472.614380, -1575.384521
0.000000, 0.000000
-468.556030, -1579.444214
0.000000, 0.000000
-464.483154, -1583.516846
0.000000, 0.000000
-460.396484, -1587.603760
0.000000, 0.000000
-456.296265, -1591.703491
0.000000, 0.000000
-452.182251, -1595.817871
0.000000, 0.000000
-448.053833, -1599.945312
0.000000, 0.000000
-443.911499, -1604.088623
0.000000, 0.000000
-439.754395, -1608.245972
0.000000, 0.000000
-435.582886, -1612.417236
0.000000, 0.000000
-431.396362, -1616.603394
0.000000, 0.000000
-427.195312, -1620.804688
0.000000, 0.000000
-422.979004, -1625.021118
0.000000, 0.000000
-418.747559, -1629.252075
0.000000, 0.000000
-414.501343, -1633.498657
0.000000, 0.000000
-410.238403, -1637.761841
0.000000, 0.000000
-405.960449, -1642.040039
0.000000, 0.000000
-401.666138, -1646.334351
0.000000, 0.000000
-397.356201, -1650.643677
0.000000, 0.000000
-393.029907, -1654.970215
0.000000, 0.000000
-388.687378, -1659.312866
0.000000, 0.000000
-384.328369, -1663.671631
0.000000, 0.000000
-379.952393, -1668.046875
0.000000, 0.000000
-375.559326, -1672.440186
0.000000, 0.000000
-371.149780, -1676.850830
0.000000, 0.000000
-366.722412, -1681.278442
0.000000, 0.000000
-362.277710, -1685.722168
0.000000, 0.000000
-357.815796, -1690.184326
0.000000, 0.000000
-353.334961, -1694.663574
0.000000, 0.000000
-348.837158, -1699.162354
0.000000, 0.000000
-344.317261, -1703.673828
0.000000, 0.000000
-339.785156, -1708.214966
0.000000, 0.000000
-335.233398, -1712.768188
0.000000, 0.000000
-330.658813, -1717.340088
0.000000, 0.000000
-326.067505, -1721.931763
0.000000, 0.000000
-321.457764, -1726.542725
0.000000, 0.000000
-316.827271, -1731.172607
0.000000, 0.000000
-312.177368, -1735.822632
0.000000, 0.000000
-307.507690, -1740.491699
0.000000, 0.000000
-302.818115, -1745.182373
0.000000, 0.000000
-298.108032, -1749.892212
0.000000, 0.000000
-293.377441, -1754.622437
0.000000, 0.000000
-288.626343, -1759.373779
0.000000, 0.000000
-283.853882, -1764.146118
0.000000, 0.000000
-279.059937, -1768.939697
0.000000, 0.000000
-274.245117, -1773.754150
0.000000, 0.000000
-269.409180, -1778.591187
0.000000, 0.000000
-264.549927, -1783.450195
0.000000, 0.000000
-259.669678, -1788.330444
0.000000, 0.000000
-254.766113, -1793.234131
0.000000, 0.000000
-249.840698, -1798.159180
0.000000, 0.000000
-244.891602, -1803.108521
0.000000, 0.000000
-239.920044, -1808.080078
0.000000, 0.000000
-234.924805, -1813.075195
0.000000, 0.000000
-229.905884, -1818.093506
0.000000, 0.000000
-224.862915, -1823.137207
0.000000, 0.000000
-219.795898, -1828.204224
0.000000, 0.000000
-214.703979, -1833.296631
0.000000, 0.000000
-209.588379, -1838.412231
0.000000, 0.000000
-204.446533, -1843.552734
0.000000, 0.000000
-199.279907, -1848.720581
0.000000, 0.000000
-194.088745, -1853.911865
0.000000, 0.000000
-188.869629, -1859.129395
0.000000, 0.000000
-183.625122, -1864.374268
0.000000, 0.000000
-178.353760, -1869.645508
0.000000, 0.000000
-173.057129, -1874.943726
0.000000, 0.000000
-167.732056, -1880.267700
0.000000, 0.000000
-162.380493, -1885.620239
0.000000, 0.000000
-157.000610, -1890.999390
0.000000, 0.000000
-151.592651, -1896.406982
0.000000, 0.000000
-146.156372, -1901.842285
0.000000, 0.000000
-140.691772, -1907.308960
0.000000, 0.000000
-135.197632, -1912.802979
0.000000, 0.000000
-129.675049, -1918.325195
0.000000, 0.000000
-124.121826, -1923.877563
0.000000, 0.000000
-118.539551, -1929.460571
0.000000, 0.000000
-112.926025, -1935.073242
0.000000, 0.000000
-107.282349, -1940.716309
0.000000, 0.000000
-101.608032, -1946.393555
0.000000, 0.000000
-95.901489, -1952.099121
0.000000, 0.000000
-90.162476, -1957.837280
0.000000, 0.000000
-84.392334, -1963.607788
0.000000, 0.000000
-78.589111, -1969.410034
0.000000, 0.000000
-72.753052, -1975.245972
0.000000, 0.000000
-66.883545, -1981.113892
0.000000, 0.000000
-60.981201, -1987.020386
0.000000, 0.000000
-55.042358, -1992.956177
0.000000, 0.000000
-49.071533, -1998.928101
0.000000, 0.000000
-43.063965, -2004.935059
0.000000, 0.000000
-37.023193, -2010.974487
0.000000, 0.000000
-30.945801, -2017.050659
0.000000, 0.000000
-24.827393, -2023.162964
0.000000, 0.000000
-18.677979, -2029.321899
0.000000, 0.000000
-12.492554, -2035.506348
0.000000, 0.000000
-6.267822, -2041.728271
0.000000, 0.000000
-0.000061, -2048.000000
0.000000, 0.000000
6.306274, -2054.310547
0.000000, 0.000000
12.642944, -2060.644043
0.000000, 0.000000
19.022949, -2067.023438
0.000000, 0.000000
25.444092, -2073.446289
0.000000, 0.000000
31.907837, -2079.907715
0.000000, 0.000000
38.409790, -2086.410645
0.000000, 0.000000
44.954468, -2092.953613
0.000000, 0.000000
51.541260, -2099.540039
0.000000, 0.000000
58.168945, -2106.170654
0.000000, 0.000000
64.842529, -2112.842285
0.000000, 0.000000
71.556519, -2119.557617
0.000000, 0.000000
78.317139, -2126.316406
0.000000, 0.000000
85.121216, -2133.120605
0.000000, 0.000000
91.970947, -2139.970947
0.000000, 0.000000
98.866455, -2146.866943
0.000000, 0.000000
105.809326, -2153.810059
0.000000, 0.000000
112.799194, -2160.799561
0.000000, 0.000000
119.837524, -2167.837402
0.000000, 0.000000
126.922729, -2174.922852
0.000000, 0.000000
134.057617, -2182.057617
0.000000, 0.000000
141.241455, -2189.242188
0.000000, 0.000000
148.476685, -2196.477051
0.000000, 0.000000
155.762085, -2203.763184
0.000000, 0.000000
163.100342, -2211.100586
0.000000, 0.000000
170.489990, -2218.490723
0.000000, 0.000000
177.932983, -2225.933594
0.000000, 0.000000
185.429443, -2233.430420
0.000000, 0.000000
192.981567, -2240.980957
0.000000, 0.000000
200.588135, -2248.588867
0.000000, 0.000000
208.250000, -2256.251465
0.000000, 0.000000
215.969604, -2263.969727
0.000000, 0.000000
223.747437, -2271.748047
0.000000, 0.000000
231.583618, -2279.581543
0.000000, 0.000000
239.476807, -2287.478027
0.000000, 0.000000
247.431519, -2295.432373
0.000000, 0.000000
255.447388, -2303.447754
0.000000, 0.000000
263.524170, -2311.524902
0.000000, 0.000000
271.664062, -2319.664307
0.000000, 0.000000
279.866943, -2327.866455
0.000000, 0.000000
288.134521, -2336.134766
0.000000, 0.000000
296.467285, -2344.467773
0.000000, 0.000000
304.865479, -2352.866211
0.000000, 0.000000
313.331665, -2361.332520
0.000000, 0.000000
321.865967, -2369.866455
0.000000, 0.000000
330.469604, -2378.469482
0.000000, 0.000000
339.142212, -2387.142578
0.000000, 0.000000
347.885864, -2395.887207
0.000000, 0.000000
356.704102, -2404.704346
0.000000, 0.000000
365.592773, -2413.594238
0.000000, 0.000000
374.557861, -2422.558594
0.000000, 0.000000
383.597046, -2431.597656
0.000000, 0.000000
392.713989, -2440.714111
0.000000, 0.000000
401.908081, -2449.908203
0.000000, 0.000000
411.180420, -2459.180908
0.000000, 0.000000
420.533447, -2468.533203
0.000000, 0.000000
429.967773, -2477.967285
0.000000, 0.000000
439.484009, -2487.485596
0.000000, 0.000000
449.085205, -2497.086426
0.000000, 0.000000
458.770752, -2506.770996
0.000000, 0.000000
468.542480, -2516.543457
0.000000, 0.000000
478.402832, -2526.402100
0.000000, 0.000000
488.351929, -2536.352051
0.000000, 0.000000
498.392822, -2546.382568
0.000000, 0.000000
508.524170, -2556.524414
0.000000, 0.000000
518.746582, -2566.750000
0.000000, 0.000000
529.069946, -2577.068359
0.000000, 0.000000
539.486450, -2587.485352
0.000000, 0.000000
550.000244, -2598.001221
0.000000, 0.000000
560.615356, -2608.615723
0.000000, 0.000000
571.330566, -2619.331055
0.000000, 0.000000
582.149048, -2630.148438
0.000000, 0.000000
593.072754, -2641.073242
0.000000, 0.000000
604.102173, -2652.102539
0.000000, 0.000000
615.239380, -2663.239746
0.000000, 0.000000
626.486816, -2674.487305
0.000000, 0.000000
637.846680, -2685.846924
0.000000, 0.000000
649.319580, -2697.319824
0.000000, 0.000000
660.907959, -2708.907715
0.000000, 0.000000
672.613159, -2720.615234
0.000000, 0.000000
684.440308, -2732.440918
0.000000, 0.000000
696.387451, -2744.388672
0.000000, 0.000000
708.459839, -2756.460449
0.000000, 0.000000
720.656616, -2768.657471
0.000000, 0.000000
732.982056, -2780.982666
0.000000, 0.000000
745.437988, -2793.438477
0.000000, 0.000000
758.026611, -2806.027100
0.000000, 0.000000
770.750366, -2818.750488
0.000000, 0.000000
783.612061, -2831.612793
0.000000, 0.000000
796.614380, -2844.614990
0.000000, 0.000000
809.758057, -2857.758545
0.000000, 0.000000
823.046875, -2871.047852
0.000000, 0.000000
836.484253, -2884.484375
0.000000, 0.000000
850.072754, -2898.074219
0.000000, 0.000000
863.812378, -2911.814453
0.000000, 0.000000
877.709961, -2925.711182
0.000000, 0.000000
891.769043, -2939.769531
0.000000, 0.000000
905.988525, -2953.987061
0.000000, 0.000000
920.372070, -2968.373535
0.000000, 0.000000
934.926147, -2982.926270
0.000000, 0.000000
949.651367, -2997.652100
0.000000, 0.000000
964.551270, -3012.551514
0.000000, 0.000000
979.630005, -3027.630615
0.000000, 0.000000
994.891113, -3042.890625
0.000000, 0.000000
1010.338501, -3058.338867
0.000000, 0.000000
1025.974609, -3073.975098
0.000000, 0.000000
1041.804077, -3089.804688
0.000000, 0.000000
1057.829834, -3105.830811
0.000000, 0.000000
1074.057861, -3122.058838
0.000000, 0.000000
1090.492065, -3138.493164
0.000000, 0.000000
1107.133179, -3155.133301
0.000000, 0.000000
1123.988403, -3171.990723
0.000000, 0.000000
1141.065308, -3189.064941
0.000000, 0.000000
1158.363281, -3206.364746
0.000000, 0.000000
1175.888672, -3223.890137
0.000000, 0.000000
1193.646851, -3241.646973
0.000000, 0.000000
1211.643433, -3259.644531
0.000000, 0.000000
1229.880981, -3277.882080
0.000000, 0.000000
1248.366943, -3296.368164
0.000000, 0.000000
1267.105957, -3315.105469
0.000000, 0.000000
1286.104858, -3334.107422
0.000000, 0.000000
1305.369263, -3353.370605
0.000000, 0.000000
1324.903198, -3372.903320
0.000000, 0.000000
1344.714966, -3392.718506
0.000000, 0.000000
1364.809326, -3412.810303
0.000000, 0.000000
1385.190552, -3433.189941
0.000000, 0.000000
1405.873901, -3453.861816
0.000000, 0.000000
1426.853027, -3474.855469
0.000000, 0.000000
1448.154541, -3496.154785
0.000000, 0.000000
1469.764893, -3517.767578
0.000000, 0.000000
1491.700928, -3539.706055
0.000000, 0.000000
1513.974243, -3561.976318
0.000000, 0.000000
1536.587769, -3584.586182
0.000000, 0.000000
1559.551636, -3607.550293
0.000000, 0.000000
1582.869507, -3630.868652
0.000000, 0.000000
1606.555298, -3654.556152
0.000000, 0.000000
1630.619141, -3678.621094
0.000000, 0.000000
1655.070557, -3703.070068
0.000000, 0.000000
1679.914185, -3727.914795
0.000000, 0.000000
1705.164673, -3753.165527
0.000000, 0.000000
1730.832153, -3778.832764
0.000000, 0.000000
1756.925903, -3804.927490
0.000000, 0.000000
1783.458984, -3831.458740
0.000000, 0.000000
1810.441162, -3858.444336
0.000000, 0.000000
1837.888184, -3885.889160
0.000000, 0.000000
1865.807129, -3913.809570
0.000000, 0.000000
1894.215698, -3942.216553
0.000000, 0.000000
1923.124268, -3971.125244
0.000000, 0.000000
1952.547974, -4000.548828
0.000000, 0.000000
1982.500244, -4030.502686
0.000000, 0.000000
2012.998901, -4061.000488
0.000000, 0.000000
2044.055908, -4092.057861
0.000000, 0.000000
2075.691895, -4123.692871
0.000000, 0.000000
2107.918945, -4155.920410
0.000000, 0.000000
2140.756836, -4188.757324
0.000000, 0.000000
2174.222656, -4222.224121
0.000000, 0.000000
2208.336914, -4256.336914
0.000000, 0.000000
2243.118896, -4291.121094
0.000000, 0.000000
2278.586182, -4326.588867
0.000000, 0.000000
2314.764160, -4362.765625
0.000000, 0.000000
2351.675293, -4399.675781
0.000000, 0.000000
2389.338379, -4437.336426
0.000000, 0.000000
2427.778809, -4475.781250
0.000000, 0.000000
2467.024414, -4515.025879
0.000000, 0.000000
2507.100098, -4555.101074
0.000000, 0.000000
2548.030273, -4596.031738
0.000000, 0.000000
2589.848145, -4637.849609
0.000000, 0.000000
2632.579590, -4680.580078
0.000000, 0.000000
2676.259766, -4724.260742
0.000000, 0.000000
2720.919434, -4768.920410
0.000000, 0.000000
2766.590088, -4814.591797
0.000000, 0.000000
2813.310791, -4861.312500
0.000000, 0.000000
2861.119385, -4909.121094
0.000000, 0.000000
2910.054443, -4958.055664
0.000000, 0.000000
2960.154297, -5008.156250
0.000000, 0.000000
3011.464844, -5059.470215
0.000000, 0.000000
3064.036621, -5112.038086
0.000000, 0.000000
3117.906494, -5165.910156
0.000000, 0.000000
3173.134033, -5221.135742
0.000000, 0.000000
3229.765137, -5277.767578
0.000000, 0.000000
3287.861328, -5335.861328
0.000000, 0.000000
3347.476074, -5395.477051
0.000000, 0.000000
3408.672119, -5456.674316
0.000000, 0.000000
3471.515137, -5519.516602
0.000000, 0.000000
3536.077148, -5584.077148
0.000000, 0.000000
3602.426758, -5650.429688
0.000000, 0.000000
3670.643066, -5718.645020
0.000000, 0.000000
3740.801025, -5788.804199
0.000000, 0.000000
3812.992188, -5860.998535
0.000000, 0.000000
3887.307617, -5935.310059
0.000000, 0.000000
3963.843994, -6011.847656
0.000000, 0.000000
4042.696289, -6090.680176
0.000000, 0.000000
4123.995117, -6171.996094
0.000000, 0.000000
4207.824219, -6255.835938
0.000000, 0.000000
4294.337402, -6342.334961
0.000000, 0.000000
4383.645020, -6431.643555
0.000000, 0.000000
4475.892578, -6523.896484
0.000000, 0.000000
4571.233398, -6619.234863
0.000000, 0.000000
4669.824219, -6717.826172
0.000000, 0.000000
4771.836426, -6819.836914
0.000000, 0.000000
4877.457520, -6925.459473
0.000000, 0.000000
4986.877930, -7034.879883
0.000000, 0.000000
5100.311035, -7148.313477
0.000000, 0.000000
5217.985352, -7265.989258
0.000000, 0.000000
5340.146484, -7388.149414
0.000000, 0.000000
5467.054688, -7515.057129
0.000000, 0.000000
5598.996094, -7646.998047
0.000000, 0.000000
5736.280273, -7784.287109
0.000000, 0.000000
5879.247070, -7927.247559
0.000000, 0.000000
6028.245117, -8076.249512
0.000000, 0.000000
6183.680664, -8231.681641
0.000000, 0.000000
6345.973145, -8393.976562
0.000000, 0.000000
6515.595703, -8563.597656
0.000000, 0.000000
6693.057617, -8741.061523
0.000000, 0.000000
6878.920410, -8926.924805
0.000000, 0.000000
7073.796875, -9121.802734
0.000000, 0.000000
7278.371582, -9326.375000
0.000000, 0.000000
7493.377930, -9541.382812
0.000000, 0.000000
7719.646484, -9767.647461
0.000000, 0.000000
7958.083984, -10006.089844
0.000000, 0.000000
8209.712891, -10257.714844
0.000000, 0.000000
8475.666016, -10523.671875
0.000000, 0.000000
8757.188477, -10805.201172
0.000000, 0.000000
9055.715820, -11103.724609
0.000000, 0.000000
9372.845703, -11420.847656
0.000000, 0.000000
9710.358398, -11758.354492
0.000000, 0.000000
10070.299805, -12118.308594
0.000000, 0.000000
10454.995117, -12503.000000
0.000000, 0.000000
10867.096680, -12915.101562
0.000000, 0.000000
11309.638672, -13357.644531
0.000000, 0.000000
11786.147461, -13834.154297
0.000000, 0.000000
12300.685547, -14348.691406
0.000000, 0.000000
12858.028320, -14906.031250
0.000000, 0.000000
13463.737305, -15511.741211
0.000000, 0.000000
14124.410156, -16172.416992
0.000000, 0.000000
14847.904297, -16895.917969
0.000000, 0.000000
15643.654297, -17691.660156
0.000000, 0.000000
16523.050781, -18571.052734
0.000000, 0.000000
17500.031250, -19548.035156
0.000000, 0.000000
18591.832031, -20639.859375
0.000000, 0.000000
19819.996094, -21868.001953
0.000000, 0.000000
21211.757812, -23259.775391
0.000000, 0.000000
22802.203125, -24850.212891
0.000000, 0.000000
24637.156250, -26685.171875
0.000000, 0.000000
26777.771484, -28825.781250
0.000000, 0.000000
29307.388672, -31355.406250
0.000000, 0.000000
32342.732422, -34390.750000
0.000000, 0.000000
36052.339844, -38100.355469
0.000000, 0.000000
40689.125000, -42737.144531
0.000000, 0.000000
46650.398438, -48698.425781
0.000000, 0.000000
54598.394531, -56646.414062
0.000000, 0.000000
65725.171875, -67773.210938
0.000000, 0.000000
82414.812500, -84462.859375
0.000000, 0.000000
110230.210938, -112278.257812
0.000000, 0.000000
165859.906250, -167908.000000
0.000000, 0.000000
332746.937500, -334795.156250
0.000000, 0.000000
